1,2720376,200
1,3285226,10
1,2172252,9000
1,1976654,1
1,3097821,10
1,3082951,10
1,3235081,80
1,2278435,20
1,1113,20
1,163287,30
1,163287,30
1,544696,1
1,1021566,40
1,217669,50
1,1454556,20
1,594555,20
1,2599519,1
1,2599519,1
1,2941421,1
1,471850,10
1,3210460,1
1,791621,1
1,762242,1
1,762242,1
1,515137,10
1,1987616,10
1,783081,1
1,433651,80
1,1366920,10
1,796592,1
1,796592,1
1,1859310,1
1,3351608,1
1,1008059,10
1,1008059,10
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,375313,1
1,2219505,20000
1,2219505,20000
1,2222494,1
1,3055591,1
1,2216224,1
1,349834,1
1,1871847,30
1,2331260,1
1,1851249,20
1,3356920,10
1,3457722,1
1,3457722,1
1,3453627,1
1,3453627,1
1,21663,90
1,3476974,140
1,1348235,20
1,92591,10
1,3192833,60
1,142140,20
1,902625,30
1,848287,1
1,848287,1
1,3310228,20
1,505753,40
1,491875,1
1,2919776,1
1,2919776,1
1,646738,1
1,3378705,10
1,841146,100
1,1425502,10
1,466581,1
1,897633,1
1,736487,1
1,1579238,10
1,1773457,10
1,295417,1
1,295417,1
1,1001385,500
1,2716551,400
1,188669,1
1,719949,60
1,628366,10
1,764310,20
1,629140,1
1,818484,40
1,3465248,20000
1,2379558,10
1,2136901,1
1,2657579,500
1,1397819,2000
1,1397819,2000
1,3478658,10
1,1640348,1
1,2006623,10
1,999538,1
1,3207916,10
1,2901252,110
1,1762683,10
1,1523873,50
1,3253031,140
1,2535602,20
1,1841377,150
1,2860400,200
1,1526689,2000
1,1526689,2000
1,1590012,1
1,200046,1
1,1242760,50
1,750054,1
1,750054,1
1,750054,1
1,3479678,10
1,3479679,200
1,3479680,1
1,3479681,200
1,3479681,200
1,3479682,40
1,1372862,40
1,3479683,50
1,3479684,20
1,1436233,1
1,1097824,30
1,69669,1
1,440434,20
1,3479685,2000
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,1526872,1
1,2363398,40
1,1760316,30
1,3479686,20
1,3479687,10
1,3479688,1
1,3479689,400
1,3175125,1
1,3479690,70
1,3479691,1
1,3479691,1
1,3479692,1
1,3479693,10
1,2875212,10
1,831062,10
1,3479694,600
1,2426050,1
1,3381303,10
1,1338844,10
1,845620,1
1,567707,30
1,1213558,20
1,840650,50
1,1955326,1
1,2840896,10
1,2840896,10
1,2840896,10
1,3471603,2000
1,795170,40
1,2106795,20
1,537338,1
1,2179383,10
1,1912013,7000
1,1912013,7000
1,2569555,70
1,2569555,70
1,2569555,70
1,2569555,70
1,2569555,70
1,2569555,70
1,2569555,70
1,2569555,70
1,2569555,70
1,597473,1
1,2130831,10
1,913631,1
1,913631,1
1,2102757,100
1,158521,1
1,1848773,1
1,2054335,30
1,2054335,30
1,2431260,1
1,3378622,1
1,997239,100
1,2114,10
1,1055745,500
1,669518,20
1,2893252,20
1,2848335,1
1,3429815,20
1,3429815,20
1,1159778,10
1,2797065,4000
1,692073,1
1,149950,1
1,2948766,10
1,787556,20
1,3312298,80
1,219154,40
1,3169989,1
1,3479695,1
1,3479696,1
1,3479697,1
1,3479698,30
1,3479699,500
1,3479700,20
1,3479701,10
1,3479702,10
1,3479703,10
1,3479704,1
1,3479705,1
1,3479706,10
1,3479707,30
1,3479708,10
1,3479709,1
1,3479710,700
1,459543,1
1,2302051,10
1,3479711,1
1,3479712,1
1,3479713,10
1,3477260,700
1,3477260,700
1,3477260,700
1,3479714,50
1,3479715,60
1,3479715,60
1,3479715,60
1,2494839,1
1,3461539,100
1,3461539,100
1,2171622,1000
1,3479716,1000
1,591473,20
1,3479717,90
1,1047030,20
1,3479718,130
1,3479719,10
1,2018655,1
1,3212803,1
1,3433282,1
1,1216722,60
1,3479720,2000
1,3479720,2000
1,2895817,1
1,1022889,10
1,2877680,20
1,3479721,10
1,3479722,1
1,3479723,1
1,3479724,40
1,3479725,1
1,3479726,10
1,3479727,50
1,3479728,20
1,3479729,300
1,2882461,50
1,1528966,1
1,889339,10
1,3026349,1
1,3026349,1
1,1870679,50
1,1717658,600
1,238333,1
1,3256724,1
1,3256724,1
1,2820293,90
1,2820293,90
1,2139297,1
1,800255,20
1,2415895,1
1,3341859,20
1,3242293,1
1,3242293,1
1,3242293,1
1,3290890,1
1,3479730,2000
1,1997716,30
1,910189,10
1,1520990,1
1,1705903,10
1,3479731,1
1,3479732,1
1,3479733,60
1,3479734,20
1,3479735,1
1,3479736,1
1,3479736,1
1,3479737,170
1,3479738,1
1,3479739,1
1,2178902,10
1,3479740,1000
1,816594,10
1,2292416,80
1,3375800,1000
1,3479741,1
1,3479742,1
1,3479743,1
1,3108770,20
1,3479744,1000
1,3298857,1
1,3479745,1
1,3479746,10
1,3479746,10
1,3479747,10
1,3479748,40
1,3479749,30
1,3479750,1
1,3479751,10
1,366599,1
1,1445687,1
1,3082404,90
1,2759619,10
1,3479752,3000
1,2864013,1
1,1776597,1
1,3092988,10
1,567931,1
1,3369006,20
1,3470553,1
1,1120747,1
1,3444018,300
1,614197,1
1,548786,20
1,3479753,1
1,3479754,10
1,3479755,1
1,3479756,1
1,3479757,1
1,3479758,1
1,3479759,10
1,3479760,10
1,3479760,10
1,890857,1
1,890857,1
1,890857,1
1,1100032,1
1,2323607,80
1,2323607,80
1,2598725,10
1,3402423,1
1,382158,200
1,2305067,1
1,2293943,1
1,2632050,1
1,3258340,80
1,3470562,1
1,3470562,1
1,3344465,700
1,1563206,80
1,3161563,20
1,3161563,20
1,1388397,10
1,3479761,6000
1,3479761,6000
1,3479761,6000
1,1888722,20
1,1214083,30
1,1499113,10000
1,3479272,1
1,642127,1
1,642127,1
1,869219,10
1,3306243,30
1,3174859,1
1,2433672,10
1,3182440,1
1,907468,20
1,3407090,1
1,2092178,10
1,672462,120
1,1599582,20
1,1507836,20
1,1595042,1
1,3479762,120
1,712929,20
1,712929,20
1,3479763,10
1,3479764,10
1,3479765,1
1,3479766,1
1,3479767,1
1,1468659,1
1,1654821,1
1,1654821,1
1,1654821,1
1,1654821,1
1,1654821,1
1,1654821,1
1,1654821,1
1,1654821,1
1,3479768,1000
1,2825651,1
1,2825651,1
1,2825651,1
1,3073460,1
1,1238115,20
1,2744836,1
1,2655820,90
1,3388457,20
1,3388457,20
1,1824293,40
1,446379,60
1,1315165,20
1,1315165,20
1,3298810,20
1,1788459,50
1,2325806,3000
1,280470,1
1,1740291,1
1,1019962,60
1,3438074,60
1,496501,1
1,3119771,1
1,1990871,1
1,2302928,1
1,2837529,1
1,630917,10
1,2953851,10
1,885886,10
1,3479769,2000
1,2969547,10
1,1577910,1
1,3328138,10
1,3065887,100
1,3479770,1
1,3479771,70
1,3479772,1
1,3479773,1
1,1217626,40
1,3299041,1
1,3479774,700
1,553191,30
1,1857406,1
1,3479775,300
1,1987511,40
1,3352654,1
1,3352654,1
1,3352654,1
1,2604298,80
1,1778640,40
1,2018493,10
1,2018493,10
1,1633641,40
1,1945615,6000
1,2624051,1
1,2360639,1
1,2372929,1
1,2372929,1
1,3479776,1
1,3479777,40
1,2900974,10
1,3479778,80
1,3479779,10
1,3479780,1
1,3479781,200
1,492034,1
1,1677459,10
1,2343681,10
1,2343681,10
1,812020,1
1,515542,140
1,1395869,10
1,3116292,1
1,3116292,1
1,3116292,1
1,3116292,1
1,3116292,1
1,3479782,3000
1,3098584,20
1,3098584,20
1,1310226,20
1,1310226,20
1,3479172,1
1,612379,1
1,1090802,5000
1,990284,40
1,468669,6000
1,1576290,20
1,2005994,1
1,2416147,1
1,2537764,1
1,1389098,160
1,2081690,10
1,3454862,10
1,1506450,20
1,1958248,1
1,2552539,1
1,1378580,20
1,2623385,1
1,3479783,40
1,3479784,1
1,3273816,10
1,3273816,10
1,2003141,10
1,3479785,2000
1,3479785,2000
1,3479785,2000
1,200536,1
1,2021128,1
1,2501355,1
1,916088,1
1,3298925,90
1,3479786,170
1,667792,1
1,3479787,20
1,3479788,1
1,3479788,1
1,1168168,60
1,1556659,1
1,3479789,400
1,3479790,1
1,2582466,40
1,42336,10
1,3301797,1
1,2325046,1
1,2503033,10
1,192545,1
1,210293,10
1,3479202,3000
1,694661,200
1,405624,3000
1,405624,3000
1,2202477,1
1,2202477,1
1,2202477,1
1,2202477,1
1,2202477,1
1,2202477,1
1,2202477,1
1,2202477,1
1,2202477,1
1,2202477,1
1,3263366,400
1,1746502,10
1,1746502,10
1,2030645,30
1,2562937,1
1,3246992,1
1,836828,1
1,959794,40
1,3227090,70
1,49109,40
1,823600,1
1,3479791,2000
1,3479791,2000
1,436289,1
1,436289,1
1,2499155,120
1,3479792,1
1,3479793,40
1,3479794,20
1,2246317,10
1,2246317,10
1,2246317,10
1,3375895,1
1,3479795,800
1,3116648,20
1,3430895,1
1,3430895,1
1,1086491,10
1,3226425,10
1,1390394,1
1,321042,1
1,3147573,1
1,3479796,2000
1,3479796,2000
1,3479796,2000
1,2437487,1
1,2437487,1
1,2429454,1
1,2819719,50
1,3479797,20
1,3479798,1
1,3479799,10
1,2709039,20
1,3432962,1
1,2989318,6000
1,3479800,1000
1,1258370,10
1,3479801,1
1,3479802,1
1,3479803,1
1,3479804,10
1,3479805,1
1,3479806,1
1,3188991,10
1,3479807,20
1,3479808,1
1,3479809,100
1,2772034,40
1,3479810,10
1,3479811,1
1,3479812,1
1,3479813,1
1,3479813,1
1,3479814,1
1,3479815,30
1,3479816,20
1,3479817,60
1,3479818,1
1,3479819,50
1,3479820,1
1,3479821,40
1,3300712,10
1,3479822,10
1,3479823,1
1,600840,40
1,554258,10
1,1100188,20
1,1100188,20
1,1100188,20
1,1238268,70
1,1478753,1
1,1478753,1
1,1894490,10
1,1246471,1
1,1264855,30
1,2327450,30
1,2314867,20
1,2484945,1
1,867038,20
1,867038,20
1,2653145,1
1,2709730,1
1,218197,1
1,2200363,30
1,138173,1
1,1185780,1
1,837992,40
1,837992,40
1,2535965,20
1,2264993,10
1,2521437,1
1,2521437,1
1,438092,2000
1,438092,2000
1,438092,2000
1,438092,2000
1,438092,2000
1,438092,2000
1,773499,10
1,2980028,40
1,2699313,10
1,1644392,20
1,1644392,20
1,521098,1
1,2939931,50
1,598400,1
1,598400,1
1,598400,1
1,598400,1
1,598400,1
1,598400,1
1,598400,1
1,2044514,1
1,454643,9000
1,454643,9000
1,2044849,1
1,1798061,10
1,813871,20
1,2361526,1
1,2361526,1
1,1015974,1
1,3428294,1
1,2612509,1
1,2536276,120
1,2901152,30
1,722736,1
1,955193,10
1,2583318,1
1,2583318,1
1,859649,10
1,2556612,10
1,3479636,1
1,2587398,10
1,2587398,10
1,3469233,20000
1,1587525,100
1,3437486,5000
1,3437486,5000
1,3437486,5000
1,3437486,5000
1,3437486,5000
1,1492714,10
1,3183223,1
1,312133,1
1,1777224,1
1,3478817,1
1,476008,20
1,3411884,1
1,1614366,20
1,2813486,1
1,754187,1
1,754187,1
1,1849209,40
1,1586867,1
1,1586867,1
1,484564,1
1,2750347,20
1,3317315,10
1,3303398,60
1,1250058,40
1,1911640,1
1,423658,20
1,1121515,20
1,882709,10
1,1840368,30
1,2875353,50
1,2373869,10
1,2280488,1
1,658734,10
1,1305350,40
1,1400431,10
1,2929024,30
1,1736825,1
1,2259524,20
1,2098137,1
1,2007268,80
1,3073604,1
1,757424,40
1,3143664,1
1,995071,20
1,1450716,20
1,1583273,1
1,1998644,10
1,611692,1
1,2830218,10
1,3122265,70
1,2839167,1
1,2840533,1
1,2878467,1
1,2458106,1
1,2014276,10
1,2014276,10
1,2614001,1
1,450186,40
1,1889506,20
1,1895359,70
1,1546778,20
1,3133976,1
1,3047912,1
1,3179571,1
1,1545443,40
1,860227,30
1,3163403,50
1,2607504,40
1,3304558,1
1,1693219,10
1,777814,4000
1,845984,1
1,3475641,1
1,955305,60
1,2549273,10
1,2413127,10
1,1122430,1
1,1914131,40
1,294687,1
1,2186094,40
1,617500,1
1,1952220,5000
1,661936,10
1,273645,1
1,500162,10
1,2014230,50
1,3448260,10
1,2730083,1
1,54504,10
1,3447194,1
1,3447759,1
1,881016,10
1,2994787,1
1,17937,70
1,1692599,10
1,3169946,50
1,1462654,10
1,1126518,30
1,381438,1
1,2579148,1
1,1514794,10
1,1602523,10
1,2602078,20
1,185041,1
1,2626807,200
1,2906925,1
1,181638,50
1,669427,1
1,2962552,1
1,395733,20
1,1573725,60
1,1519026,10
1,737218,20
1,3465860,10
1,1567981,1
1,540453,1
1,109472,40
1,735285,40
1,3278354,30
1,932337,1
1,2934553,10
1,2934553,10
1,2934553,10
1,2934553,10
1,1894269,5000
1,1859310,1
1,3023252,40
1,119290,20
1,119290,20
1,3193770,10
1,1395774,20
1,1306453,20
1,574809,10
1,2854217,1
1,233633,500
1,3473408,90
1,505637,80
1,2415481,10
1,353250,70
1,735396,1
1,3052442,1
1,940592,1
1,940592,1
1,2501521,20
1,184237,1
1,1887424,10
1,1743102,20
1,133365,1
1,133365,1
1,2095977,1
1,1157598,40
1,2484264,10
1,3382365,40
1,2746279,1
1,3125657,80
1,3125657,80
1,2714277,10
1,1820245,100
1,1820245,100
1,1345560,1000
1,1286517,1
1,448696,50
